crop,N,P,K,pH,rainfall,temperature,humidity
pigeonpeas,10,79,18,5.624731338,184.6226709,21.0643684,55.46985938
pigeonpeas,30,75,25,6.446091759,149.299952,30.33276599,42.35249879
pigeonpeas,40,70,20,5.623490043,147.0361442,31.80130272,45.03186173
pigeonpeas,38,55,19,5.864623352,198.8298806,33.18184225,38.23184742
pigeonpeas,35,58,20,5.761702519,90.05422663,29.38538562,63.47742011
pigeonpeas,38,61,21,4.696518678,127.7767134,30.27374995,67.38680755
pigeonpeas,33,58,24,5.269504214,108.6333046,35.45790488,68.75810535
pigeonpeas,16,56,17,7.445444883,176.6165894,33.80020039,40.03262418
pigeonpeas,31,72,17,5.833031708,96.36222901,28.69180475,49.47225353
pigeonpeas,16,80,20,7.339320929,122.0146733,31.24021696,56.67369054
pigeonpeas,27,72,17,6.347929353,120.7435664,28.98039357,57.23265151
pigeonpeas,40,62,19,4.697750704,96.51524028,27.32198928,34.13737127
pigeonpeas,18,58,16,4.962661422,180.382234,21.47607807,38.80023714
pigeonpeas,3,68,16,4.964887857,107.4721605,18.31910448,34.69776639
pigeonpeas,26,67,24,5.642813116,161.4812963,36.97794384,37.73992903
pigeonpeas,16,70,20,5.6093956,121.5639121,24.80467592,40.1242747
pigeonpeas,24,63,19,4.681576043,194.5921148,19.3479443,55.96805489
pigeonpeas,9,76,25,5.70951224,179.2155874,28.88302142,50.12323801
pigeonpeas,16,55,19,6.413543781,192.4372194,19.54314136,47.19188279
pigeonpeas,28,75,21,6.007508163,114.2821387,24.7741949,50.54621094
pigeonpeas,16,71,24,4.946369874,139.6483317,18.33124824,38.40975482
pigeonpeas,24,70,21,5.517208078,132.7748215,19.14729038,45.3733757
pigeonpeas,38,72,21,5.902103172,186.5008581,28.23416057,49.4421345
pigeonpeas,9,66,21,5.719889876,157.0858232,30.11812084,34.13307843
pigeonpeas,34,56,17,4.548202098,139.6702541,33.4126864,35.42910045
pigeonpeas,1,76,19,6.669529416,177.3377996,24.18553163,46.68746847
pigeonpeas,6,69,19,4.750929218,94.46748008,26.88630675,41.69617915
pigeonpeas,26,73,21,4.946263888,161.7820226,31.33170829,57.97429171
pigeonpeas,27,61,18,5.266227032,108.5090168,33.30711818,67.07780816
pigeonpeas,27,71,23,7.10959773,150.8712202,23.45379018,46.48714759
pigeonpeas,36,61,21,5.617008201,168.5948318,34.53823889,39.04468913
pigeonpeas,17,73,18,5.632353113,197.3752649,19.50112224,34.51086611
pigeonpeas,26,72,22,4.674941549,91.72084869,28.76794904,37.57792132
pigeonpeas,17,64,16,7.161797643,180.716828,30.97758716,32.24914235
pigeonpeas,14,74,19,6.624966131,93.12330644,18.39759147,36.82639309
pigeonpeas,39,60,15,5.004074624,116.9106908,35.09357419,30.98685456
pigeonpeas,6,66,15,6.345806011,159.2649827,34.93174223,30.40046769
pigeonpeas,8,59,18,6.216814453,187.8961851,29.50523036,35.72032498
pigeonpeas,2,67,18,5.921666758,129.0064612,34.51934775,47.52980027
pigeonpeas,1,76,17,6.012719118,147.0414824,28.43430726,52.10010827
pigeonpeas,16,73,19,4.684079249,163.2747473,18.41645629,34.80541039
pigeonpeas,23,75,25,7.077170002,91.31256412,31.07508973,47.19847683
pigeonpeas,32,70,20,6.208843215,195.5697875,20.89342749,46.24856523
pigeonpeas,28,59,22,7.05181629,170.9919828,30.90607799,52.79913039
pigeonpeas,5,62,23,4.722222454,145.3728801,27.9348279,66.45457122
pigeonpeas,36,67,25,6.418062652,136.0456753,35.95176642,36.52780776
pigeonpeas,1,66,23,4.803564468,173.1686574,19.54317155,56.92831399
pigeonpeas,24,73,20,4.608695247,176.4134092,19.63736208,32.31528909
pigeonpeas,17,67,18,5.611510977,129.2028653,31.2192752,56.46868874
pigeonpeas,5,55,18,7.322097972,126.6738117,33.50876355,45.70976142
pigeonpeas,5,56,24,5.023115055,188.4928637,24.80710166,45.01110015
pigeonpeas,37,77,17,5.617122801,191.0658531,36.20970524,31.94550613
pigeonpeas,13,73,20,5.391560418,162.5927723,30.50420876,35.48885969
pigeonpeas,6,63,23,5.906596905,160.3337447,26.01630259,49.94704718
pigeonpeas,16,77,22,6.574209678,100.546816,31.48469278,35.6395615
pigeonpeas,25,64,20,4.807776749,105.0380275,33.15122581,32.45974539
pigeonpeas,34,75,24,4.760038039,192.3023991,23.50222822,51.29019509
pigeonpeas,20,77,23,5.180271502,148.2502786,34.87248659,38.83786012
pigeonpeas,35,80,25,4.895927306,197.1144011,28.09269012,44.93322042
pigeonpeas,14,75,24,6.436160044,118.3606557,24.54757829,57.3414485
pigeonpeas,36,80,21,7.066087261,100.4673278,33.64769646,48.41490082
pigeonpeas,7,77,18,6.655918078,191.0895109,20.5591255,60.54880693
pigeonpeas,29,78,25,5.982854523,195.787103,19.95991719,59.33157782
pigeonpeas,30,60,21,5.457871273,182.2688175,28.87667593,62.4901206
pigeonpeas,20,74,16,4.759490199,159.8938645,36.04353699,43.61444121
pigeonpeas,19,57,23,7.342409555,141.1250722,23.6734328,47.2879691
pigeonpeas,3,60,19,4.820788186,100.7791633,25.74679443,40.7192594
pigeonpeas,5,77,19,6.242052013,175.9303271,31.08564994,66.68832981
pigeonpeas,5,68,20,5.001038726,139.8710041,18.72987676,61.33186249
pigeonpeas,37,73,21,5.560224583,189.5208915,29.50304807,63.46513414
pigeonpeas,9,59,24,4.747352458,137.2279662,20.43517772,39.37252634
pigeonpeas,20,72,15,7.313517308,134.8596466,36.00415838,56.01334416
pigeonpeas,31,56,23,5.661826398,174.5723999,31.46846241,35.39454002
pigeonpeas,0,70,21,4.672437054,101.6073988,36.30049702,56.03021253
pigeonpeas,21,74,15,6.471862118,153.2504506,29.49096726,67.10604388
pigeonpeas,13,67,18,5.384762927,177.5764304,30.5753044,34.75591197
pigeonpeas,27,74,20,5.859813416,91.95792434,24.69487673,59.96669215
pigeonpeas,29,72,24,6.962386495,162.5931264,23.17409556,36.67847052
pigeonpeas,5,68,20,6.12166671,155.3705624,19.04380471,33.10695144
pigeonpeas,39,57,19,6.421748487,165.4113371,29.32379604,45.93248374
pigeonpeas,22,62,16,4.828936119,180.9009998,34.6455408,54.32342534
pigeonpeas,18,55,23,6.98571967,136.8274312,21.9989826,56.31006755
pigeonpeas,39,77,21,4.603563116,159.689339,22.99774444,60.24218572
pigeonpeas,13,75,20,6.979540061,178.8998611,30.55992394,35.29006485
pigeonpeas,27,71,24,7.064973419,165.405354,31.46417866,48.17631461
pigeonpeas,26,64,22,5.16516459,109.1821183,25.95058595,40.58227261
pigeonpeas,23,55,16,5.111488821,185.2039114,21.01142393,69.69141302
pigeonpeas,4,69,19,5.374358869,149.063196,19.25100056,47.70351758
pigeonpeas,20,67,19,5.671419084,180.6465282,19.24462755,50.54495302
pigeonpeas,7,74,17,5.667419697,96.74706956,22.47253208,62.56532471
pigeonpeas,17,64,18,6.07938452,124.6028153,36.75087487,58.25799145
pigeonpeas,35,71,17,6.931924963,198.1403003,29.89286629,66.35375127
pigeonpeas,11,72,22,6.842744374,172.40168,29.37735586,44.82294584
pigeonpeas,20,60,22,6.876572503,186.9226052,29.65052947,42.89833235
pigeonpeas,10,71,18,6.151029296,173.1106982,19.54284889,66.34777265
pigeonpeas,33,61,24,4.567446499,122.4564203,20.04611791,48.93905624
mothbeans,3,49,18,3.692863601,32.67891866,27.91095209,64.70930606
mothbeans,22,59,23,4.371745575,36.5037914,27.32220619,51.27868781
mothbeans,36,58,25,8.399135958,36.92629678,28.66024187,59.3189118
mothbeans,4,43,18,8.840656256,72.98016599,29.02955344,61.09387478
mothbeans,29,54,16,8.153022903,32.05025323,27.78031515,54.65030015
mothbeans,32,43,22,5.270749441,71.6266696,31.99928579,54.1077461
mothbeans,14,55,15,8.050304395,73.44775287,27.33580911,55.27755933
mothbeans,5,35,20,9.679240873,66.35634104,28.92952635,53.57014709
mothbeans,25,57,24,6.974978386,36.94255012,27.65472156,58.59986279
mothbeans,11,53,24,7.39389918,61.32935611,28.52396666,55.77264351
mothbeans,40,49,17,6.68727523,53.56783314,31.02215872,45.89239456
mothbeans,38,56,25,7.88118645,67.43488235,25.74095321,45.38497051
mothbeans,27,43,23,5.875333778,44.94317432,31.70447482,56.85420099
mothbeans,24,38,22,8.202706015,34.96933295,24.47876451,58.51663927
mothbeans,23,45,21,8.985348193,74.44330654,31.46511256,51.79939437
mothbeans,29,57,20,5.87707519,53.39249517,25.60973447,50.7330069
mothbeans,31,35,23,7.707595055,68.04039813,30.30260453,47.18283631
mothbeans,0,55,25,4.524171562,45.78172762,28.17489437,43.6672299
mothbeans,7,45,22,9.926212291,74.32635105,25.50634557,44.8302551
mothbeans,17,58,25,6.455592696,32.76742894,31.12896766,43.58788762
mothbeans,11,44,17,8.016210782,35.1051197,26.34043268,55.59160391
mothbeans,22,49,22,3.71105919,72.66666443,28.23494706,61.5620517
mothbeans,9,51,19,5.49091063,48.25207759,27.04453473,49.32609633
mothbeans,28,48,15,9.254089438,40.89732789,25.16125354,55.25435777
mothbeans,26,50,19,6.005242945,32.55919573,27.3179125,51.66921088
mothbeans,36,56,20,7.437078236,31.87416982,25.4123765,49.66474269
mothbeans,8,60,18,3.808429173,53.1205277,31.21629982,46.01868196
mothbeans,24,37,21,5.818219385,62.74803826,30.573999,58.22686794
mothbeans,22,43,24,4.52363558,46.19374559,25.42517036,53.2208266
mothbeans,36,43,24,3.510404312,41.53749535,27.09400578,43.65305437
mothbeans,22,44,24,6.030447288,58.99536268,24.30935081,56.32938343
mothbeans,17,43,22,5.498340808,41.0550915,30.06142622,45.90067655
mothbeans,8,45,15,4.61136408,33.84110759,28.09568993,60.9835384
mothbeans,7,56,23,5.545219232,55.50429227,26.33908791,40.00933429
mothbeans,36,57,16,8.292875734,57.02891698,28.61409059,57.14218792
mothbeans,11,45,19,3.828031463,44.11622138,28.70012137,44.359648
mothbeans,6,36,22,8.869532817,42.24783476,24.21610338,59.79236306
mothbeans,17,57,20,3.793575185,66.1761456,28.50677929,45.20094476
mothbeans,4,47,20,4.193189124,72.19245835,25.97948991,64.95585424
mothbeans,9,49,16,7.661537348,55.053805,30.88482722,41.36561835
mothbeans,25,51,24,9.392694614,65.07981523,25.5042419,61.66852372
mothbeans,36,44,21,4.516154055,38.48678973,25.12528913,51.33189406
mothbeans,21,38,20,5.794289715,62.20279647,27.10508014,63.56791363
mothbeans,37,57,20,7.354286985,70.79934452,31.1006247,44.82069159
mothbeans,32,48,18,5.993513566,64.16167699,26.45707778,56.40226277
mothbeans,29,44,20,8.620107545,31.83192392,30.04132304,63.56222995
mothbeans,25,51,18,9.45949344,50.28438729,27.77799528,54.82130787
mothbeans,10,44,24,8.0344125,58.27600682,30.99256944,43.02151392
mothbeans,23,35,18,5.414492777,36.99362831,26.4908332,47.36534833
mothbeans,9,60,23,6.276004336,64.25520357,31.96987867,57.17377029
mothbeans,3,58,21,9.160691747,55.60523179,25.36140526,46.82652785
mothbeans,22,42,22,7.887658711,48.46797044,25.54249137,56.96640758
mothbeans,12,39,21,8.183844843,70.4713043,28.99319096,62.85948245
mothbeans,39,36,22,9.072011412,34.03335472,29.34317422,60.50320928
mothbeans,32,41,16,7.702287236,68.54877876,28.63618921,61.39451307
mothbeans,30,41,15,5.88509677,52.0810886,24.83206631,44.17085032
mothbeans,19,36,22,6.16496284,57.04826619,25.44689075,58.55363573
mothbeans,4,46,15,3.504752314,63.77192383,31.01274943,62.40392519
mothbeans,21,39,20,7.388007483,60.74583498,27.06179658,52.3003173
mothbeans,35,57,25,8.340398059,71.1271039,27.0956288,42.26206161
mothbeans,22,55,24,8.66077954,64.53027638,28.56800579,57.30636014
mothbeans,35,51,17,3.558822825,40.85534718,28.79929247,49.84213387
mothbeans,17,56,17,5.9565851,69.66289997,27.94293692,45.41393636
mothbeans,28,57,17,9.416003106,61.86633917,30.47757686,61.58245338
mothbeans,22,36,16,8.18422855,64.58559639,30.58139475,50.77148138
mothbeans,11,41,19,5.131779302,44.13827124,26.85911286,41.81420849
mothbeans,38,38,18,6.294130313,35.73403813,26.31051759,61.18749126
mothbeans,23,37,24,7.991902443,33.95825723,28.77833449,44.2252605
mothbeans,25,35,20,8.923095695,71.90018566,28.90245417,43.35365671
mothbeans,40,45,20,6.878498176,38.34303462,29.37687468,57.69622912
mothbeans,23,58,19,5.243634849,59.18953429,24.17093241,58.25204566
mothbeans,2,56,23,7.550090941,36.91852635,26.65333029,59.79023382
mothbeans,3,56,17,8.709291688,52.13580529,28.19912143,53.50567601
mothbeans,26,51,25,7.792508068,55.21606732,28.76488954,52.62741529
mothbeans,39,42,20,8.055908858,40.82840673,29.3499706,61.25353851
mothbeans,27,59,20,4.397698806,36.01203025,28.00937423,52.60950014
mothbeans,24,45,19,5.952384957,34.7426459,26.85851927,48.8246387
mothbeans,7,40,17,8.532078733,53.78769958,31.2123945,40.92604945
mothbeans,15,45,23,7.224193642,46.0203959,24.20422636,61.43378674
mothbeans,26,52,23,4.931890506,52.92929636,29.98835437,49.60384796
mothbeans,20,45,16,4.626212446,45.43669946,29.93964907,54.61813464
mothbeans,34,54,24,5.026003659,68.80141783,31.2119298,41.55934359
mothbeans,19,51,25,3.5253661,43.87801983,26.80474415,48.23991436
mothbeans,29,41,21,8.86979671,64.56807592,31.49398069,62.84916863
mothbeans,20,50,22,9.406887533,38.31597852,30.99694676,46.42693735
mothbeans,11,40,23,5.80428611,50.1978269,29.61253065,63.04749127
mothbeans,15,54,15,8.35495812,44.86052932,29.97604322,57.03184356
mothbeans,35,55,22,8.634929739,55.51932414,30.88883074,52.62696801
mothbeans,9,59,25,7.699200949,35.37493212,30.39321309,60.16299493
mothbeans,40,45,18,5.261285926,30.92014047,30.43683729,55.20522037
mothbeans,35,38,19,9.112771682,32.71129281,25.32688786,63.18180319
mothbeans,14,58,17,4.605700542,33.48919022,30.53684308,59.96664731
mothbeans,40,55,18,7.115994051,47.95406479,30.38257873,40.5926071
mothbeans,18,36,23,7.214078621,35.03404425,24.01825377,53.76623369
mothbeans,35,52,15,9.93509073,65.67591794,28.69841277,61.14754363
mothbeans,4,59,22,8.914074888,42.44054315,29.33743412,49.00323081
mothbeans,22,51,16,8.639586199,70.10472076,27.96583691,61.34900107
mothbeans,33,47,17,8.621514073,63.9187654,24.86803974,48.27531965
mothbeans,2,51,17,5.838508699,38.53254678,25.87682261,45.96341933
mothbeans,16,51,21,3.532008668,32.81296548,31.01963639,49.9767522
mungbean,19,55,20,7.18530147,54.73367631,27.43329405,87.80507732
mungbean,8,54,20,7.034214276,38.7976407,28.3340432,80.77275974
mungbean,36,55,20,6.635968698,55.296354,27.01470397,84.34262707
mungbean,10,56,16,6.828187499,36.35720652,28.17432665,81.04554836
mungbean,22,56,17,6.89077995,44.75215854,29.87888063,87.32761241
mungbean,9,57,24,7.165121109,42.99498978,29.89232778,89.71503316
mungbean,34,59,23,6.935804256,56.48265193,28.56212158,83.24855855
mungbean,31,51,25,7.196774236,53.01899249,27.53592929,85.5701901
mungbean,0,49,18,6.990095452,41.82490236,29.68361658,87.93598094
mungbean,21,39,20,7.064782138,46.75690086,28.14448546,82.1193047
mungbean,28,35,22,7.156563094,59.87232071,29.53037621,86.73346018
mungbean,17,52,17,6.364967184,44.64407105,27.88352946,86.45147631
mungbean,24,42,23,6.428054409,44.01206619,28.22471276,82.35916228
mungbean,28,46,16,6.664187809,45.91011391,29.008124,84.96089355
mungbean,21,38,21,6.637677489,37.54602719,29.75538903,86.45193297
mungbean,34,60,25,6.79385576,40.77872823,29.78416743,85.16906976
mungbean,19,53,22,6.852884643,42.83053902,27.8640132,80.4513142
mungbean,31,58,15,7.121571293,51.52617423,27.11026483,84.96771717
mungbean,19,35,24,6.883308033,49.11964582,27.11030369,83.64274107
mungbean,24,53,17,6.421271178,57.65901369,28.95451232,89.07866095
mungbean,13,47,20,6.54450214,43.1386631,29.21780035,87.93724219
mungbean,31,53,16,6.452006451,48.54598575,28.7420098,85.81675947
mungbean,28,45,23,6.489259136,56.76278363,29.65021184,80.29868321
mungbean,31,37,21,6.713410626,37.31236904,27.23924995,86.404241
mungbean,33,60,15,6.510840928,56.51103293,28.95172351,81.67085323
mungbean,34,45,21,6.287380117,37.01110438,28.18837136,82.60629652
mungbean,13,57,25,6.86308576,50.47333854,28.30041493,86.20681554
mungbean,33,57,17,6.78415271,57.79863368,27.89636126,88.71782287
mungbean,32,57,22,6.769415888,44.56598352,28.6899851,87.50436797
mungbean,23,59,25,6.320768488,56.68833819,27.8262623,88.73100226
mungbean,35,41,18,6.705008504,59.87065439,28.70562673,81.59200689
mungbean,6,48,24,6.790736339,48.48319335,28.6362812,84.61431076
mungbean,29,36,25,7.130278657,48.56690235,28.28511547,88.4393979
mungbean,4,36,22,7.012740397,43.80041104,27.60887393,86.13316408
mungbean,10,59,22,7.155685016,36.94616965,28.60901145,86.99495766
mungbean,14,48,21,6.991242362,53.43228915,29.24598976,84.80084105
mungbean,8,50,21,6.218923893,50.49913241,28.62911222,89.1148059
mungbean,20,40,15,7.199495368,45.04467075,29.57329479,88.07505524
mungbean,36,43,22,6.389882166,58.37249772,27.82684262,87.16679147
mungbean,14,57,15,6.623438282,40.12044158,29.8757015,83.14796296
mungbean,11,60,23,7.033012777,51.09802625,27.33684386,88.50229102
mungbean,10,59,15,6.32400451,58.86687093,29.83040388,89.30428305
mungbean,7,60,25,6.397636709,56.04995423,28.2753171,82.76020821
mungbean,2,47,15,6.401455706,58.41394143,29.86860065,85.99127934
mungbean,20,45,22,6.904587016,54.96121262,29.5888162,89.9939693
mungbean,2,39,15,6.478557136,49.61865305,28.07219563,82.9116472
mungbean,27,40,24,7.063022095,52.84626009,27.84026517,89.99615558
mungbean,35,48,15,6.981758362,55.03723979,27.10818093,87.4512669
mungbean,4,59,25,6.227134139,54.62243308,27.68515114,81.94268594
mungbean,1,48,24,6.232836962,59.03629954,29.34594634,85.60472562
mungbean,36,43,21,7.140437859,52.93031105,28.36319404,84.8593608
mungbean,11,46,24,6.459252023,56.52558045,27.65280218,89.80650642
mungbean,34,47,19,6.568795404,53.15223123,27.31372793,85.44815232
mungbean,21,44,18,7.12851089,50.46746116,27.06909959,86.89934108
mungbean,17,58,20,6.42937879,39.23831035,28.06642822,85.91625451
mungbean,25,40,21,6.248900919,44.17580911,27.73329078,81.13903037
mungbean,2,38,18,6.619891498,45.48591922,27.53632932,89.92908171
mungbean,9,48,20,6.377568542,56.09542002,29.66461594,84.28187572
mungbean,37,49,25,6.415459592,41.39081525,29.9145443,85.85384444
mungbean,36,38,15,6.320662012,57.99524359,28.36363858,87.59810657
mungbean,40,58,15,6.978400282,43.15411472,29.46416042,87.60890009
mungbean,30,44,16,6.442335593,50.91511275,29.73013036,82.89166381
mungbean,1,59,23,7.184398832,43.78420984,27.46852989,87.17649
mungbean,9,48,22,6.402926221,49.50812624,27.77076285,87.09979549
mungbean,14,41,17,7.085982325,36.45012824,29.12939524,88.48312598
mungbean,35,52,19,6.698574085,37.45680611,27.10606808,89.89593328
mungbean,31,48,17,6.594739424,53.79732545,28.88078945,86.94206817
mungbean,4,41,20,6.647965508,37.44800463,28.14720892,83.8001509
mungbean,30,37,25,7.120032489,54.7960127,29.89129144,80.14487166
mungbean,9,35,20,6.91380932,40.53173216,27.41503453,80.98004661
mungbean,20,41,20,7.073048264,50.9246554,29.27308605,89.4875022
mungbean,37,50,23,6.5304707,56.01913159,29.65296893,88.48587386
mungbean,34,35,21,6.684381357,58.18713162,28.44524991,82.67639542
mungbean,14,37,15,6.581351374,48.9366954,27.96235681,83.97586797
mungbean,23,39,22,6.86483915,42.02483277,29.25649321,81.97952224
mungbean,5,45,21,6.487124217,43.05130077,28.36291385,88.00989267
mungbean,22,37,20,6.605733068,39.26137642,27.62749466,86.49366929
mungbean,40,51,17,6.860602782,50.01534317,28.66086349,86.12194568
mungbean,27,56,20,6.41874299,51.53848218,29.2114218,87.11497805
mungbean,31,40,22,6.365513634,53.35486977,29.40889385,86.16063492
mungbean,38,36,21,6.556372966,36.12042927,28.02952623,84.8845732
mungbean,6,37,17,6.760694228,38.14476781,28.08657178,80.35005927
mungbean,6,47,18,6.715276663,40.16545979,29.16174608,80.28038146
mungbean,24,44,17,6.666380512,50.66487502,29.8596912,80.03499648
mungbean,25,59,19,6.626629798,43.95183726,29.06631494,83.6869203
mungbean,32,56,21,6.702772465,58.29933073,27.38538997,88.66663953
mungbean,8,45,18,7.011030515,43.25095608,27.93034941,85.42058715
mungbean,19,39,17,6.890156495,44.47427436,29.2808618,81.8009244
mungbean,39,37,15,6.821747052,59.84499208,28.9973145,83.78911515
mungbean,33,37,19,7.183189922,43.4826194,27.92678579,86.5543196
